"commentatorName","city","matches","price"
"Choutha Ram Bheel","Samdari","0","₹ 2000/day, 1000/match"
"Akmal Raza Faridi","Allahabad Cantonment","0","₹ 600/day, 500/match"
"Akmal Raza Faridi","Allahabad Cantonment","0","₹ 600/day, 500/match"
"David Sameer","Aska","0","₹ 500/day, 200/match"
"David Sameer","Aska","0","₹ 500/day, 200/match"
"Smit Patel","Bhuj","0","₹ 600/day, 200/match"
"Smit Patel","Bhuj","0","₹ 600/day, 200/match"
"SONU","Ahmedabad","0","₹ 1500/day, 1200/match"
"SONU","Ahmedabad","0","₹ 1500/day, 1200/match"
"Prashant Tiwari","Lucknow","0","₹ 600/day, 300/match"
"Prashant Tiwari","Lucknow","0","₹ 600/day, 300/match"
"Raja","Kishanganj","0","₹ 1200/day, 800/match"
"Raja","Kishanganj","0","₹ 1200/day, 800/match"
"Rozar Akhatar","Anpara","0","₹ 1000/day, 1000/match"
"Rozar Akhatar","Anpara","0","₹ 1000/day, 1000/match"
"SI N.S.MERAVI","Raipur (Chhattisgarh)","0","₹ 1000/day, 500/match"
"SI N.S.MERAVI","Raipur (Chhattisgarh)","0","₹ 1000/day, 500/match"
"Jay Fulfagar","Pune","0","₹ 1500/day, 1500/match"
"Jay Fulfagar","Pune","0","₹ 1500/day, 1500/match"
"Aazad santha Meena","Mahwa","0","₹ 1000/day, 200/match"
"Aazad santha Meena","Mahwa","0","₹ 1000/day, 200/match"
"Dinesh sahu","Rajnandgaon","0","₹ 1000/day, 250/match"
"Dinesh sahu","Rajnandgaon","0","₹ 1000/day, 250/match"
"Mohammed Shahid","Bengaluru (Bangalore)","0","₹ 2500/day, 1000/match"
"Mohammed Shahid","Bengaluru (Bangalore)","0","₹ 2500/day, 1000/match"
"Praveen Suthar","Ahore (Jalore)","0","₹ 500/day, 250/match"
"Praveen Suthar","Ahore (Jalore)","0","₹ 500/day, 250/match"
"Dayma Hardevsinh Arjun Sinh","Vadodara","0","₹ 1000/day, 500/match"
"Dayma Hardevsinh Arjun Sinh","Vadodara","0","₹ 1000/day, 500/match"
"Ammar Manzar","Ajman","0","₹ 220/day, 70/match"
"Ammar Manzar","Ajman","0","₹ 220/day, 70/match"
"Salam","Hyderabad (Telangana)","0","₹ 1000/day, 500/match"
"Salam","Hyderabad (Telangana)","0","₹ 1000/day, 500/match"
"Raju Thakor","Vadnagar","0","₹ 1000/day, 500/match"
"Raju Thakor","Vadnagar","0","₹ 1000/day, 500/match"
"Dushyant Kumar","Noida","0","₹ 1200/day, 500/match"
"Dushyant Kumar","Noida","0","₹ 1200/day, 500/match"
"Sanjay Kumar Vaishya","Singrauli","0","₹ 1000/day, 500/match"
"Sanjay Kumar Vaishya","Singrauli","0","₹ 1000/day, 500/match"
"Thakur Harendra Singh","Singrauli","0","₹ 1000/day, 500/match"
"Thakur Harendra Singh","Singrauli","0","₹ 1000/day, 500/match"
"MURALIDHARA K.V","Shimoga","0","₹ 2000/day, 300/match"
"MURALIDHARA K.V","Shimoga","0","₹ 2000/day, 300/match"
"Riyaz Sk","Bommanahalli","0","₹ 1500/day, 500/match"
"Riyaz Sk","Bommanahalli","0","₹ 1500/day, 500/match"
"Rahul Mishra","Ghaziabad","0","₹ 1200/day, 800/match"
"Rahul Mishra","Ghaziabad","0","₹ 1200/day, 800/match"
"Narendra Jadhav","Pune","0","₹ 1500/day, 1000/match"
"Narendra Jadhav","Pune","0","₹ 1500/day, 1000/match"
"Sony verma","Sangrur","0","₹ 2000/day, 700/match"
"Sony verma","Sangrur","0","₹ 2000/day, 700/match"
"shaikh abdul qader(azhar)","Aurangabad (Maharashtra)","0","₹ 600/day, 200/match"
"shaikh abdul qader(azhar)","Aurangabad (Maharashtra)","0","₹ 600/day, 200/match"
"shankar S Pawar","Solapur","0","₹ 2500/day, 1000/match"
"shankar S Pawar","Solapur","0","₹ 2500/day, 1000/match"
"Eshu Yadav","Jaipur","0","₹ 700/day, 500/match"
"Eshu Yadav","Jaipur","0","₹ 700/day, 500/match"
"Praveen Kumar Mudiraj","Hyderabad (Telangana)","0","₹ 1500/day, 500/match"
"Praveen Kumar Mudiraj","Hyderabad (Telangana)","0","₹ 1500/day, 500/match"
"Datta Farde","Shahapur (Maharashtra)","0","₹ 1500/day, 500/match"
"Datta Farde","Shahapur (Maharashtra)","0","₹ 1500/day, 500/match"
"Kamlesh Meena","Bhavnagar","0","₹ 2000/day, 800/match"
"Kamlesh Meena","Bhavnagar","0","₹ 2000/day, 800/match"
"ANIKET KAMATHE","Satara","0","₹ 1500/day, 500/match"
"ANIKET KAMATHE","Satara","0","₹ 1500/day, 500/match"
"Ahemedabad Commenter","Ahmedabad","0","₹ 1200/day, 300/match"
"Ahemedabad Commenter","Ahmedabad","0","₹ 1200/day, 300/match"
"Omvrat Singh","Vadodara","0","₹ 6000/day, 700/match"
"Omvrat Singh","Vadodara","0","₹ 6000/day, 700/match"
"Addy Chauhan","Surat","0","₹ 500/day, 500/match"
"Addy Chauhan","Surat","0","₹ 500/day, 500/match"
"Rahul","New Delhi","0","₹ 5000/day, 2500/match"
"Rahul","New Delhi","0","₹ 5000/day, 2500/match"
"Viraj Mhatre","Alibag","0","₹ 1000/day, 400/match"
"Viraj Mhatre","Alibag","0","₹ 1000/day, 400/match"
"Md Ateeq","Gulbarga","0","₹ 500/day, 500/match"
"Md Ateeq","Gulbarga","0","₹ 500/day, 500/match"
"Nafees Ahmad","Udaipur (Rajasthan)","0","₹ 1000/day, 500/match"
"Nafees Ahmad","Udaipur (Rajasthan)","0","₹ 1000/day, 500/match"
"Shubham Khutela","New Delhi","0","₹ 1000/day, 200/match"
"Shubham Khutela","New Delhi","0","₹ 1000/day, 200/match"
"mahaveer singh","Samdari","0","₹ 400/day, 100/match"
"mahaveer singh","Samdari","0","₹ 400/day, 100/match"
"Bittu Patel","Surat","0","₹ 500/day, 500/match"
"Bittu Patel","Surat","0","₹ 500/day, 500/match"
"Ashraful Alam Kkr","Nagaon","0","₹ 1500/day, 500/match"
"Ashraful Alam Kkr","Nagaon","0","₹ 1500/day, 500/match"
"Ashutosh Jha","Bar Bigha","0","₹ 1000/day, 500/match"
"Ashutosh Jha","Bar Bigha","0","₹ 1000/day, 500/match"
"Praveen Kumar","Hyderabad (Telangana)","0","₹ 1000/day, 500/match"
"Praveen Kumar","Hyderabad (Telangana)","0","₹ 1000/day, 500/match"
"Md.Saiful Islam","Barisal","0","₹ 500/day, 500/match"
"Md.Saiful Islam","Barisal","0","₹ 500/day, 500/match"
"Belim Vasimkhan","Mangrol (Gujarat)","0","₹ 500/day, 500/match"
"Belim Vasimkhan","Mangrol (Gujarat)","0","₹ 500/day, 500/match"
"Suanjan Ghosal","Purulia","0","₹ 1500/day, 500/match"
"Suanjan Ghosal","Purulia","0","₹ 1500/day, 500/match"
"Anik Chavda","Ahmedabad","0","₹ 1000/day, 500/match"
"Anik Chavda","Ahmedabad","0","₹ 1000/day, 500/match"
"LAKSH SOLUNKE","Aurangabad (Maharashtra)","0","₹ 2000/day, 500/match"
"LAKSH SOLUNKE","Aurangabad (Maharashtra)","0","₹ 2000/day, 500/match"
"Jonty Tyagi (Yogesh)","Ganaur","0","₹ 1000/day, 500/match"
"Jonty Tyagi (Yogesh)","Ganaur","0","₹ 1000/day, 500/match"
"Gaurav Sharma","Sonipat","0","₹ 600/day, 200/match"
"Gaurav Sharma","Sonipat","0","₹ 600/day, 200/match"
"Rajendra Kulkarni","Jaysingpur","0","₹ 2000/day, 1000/match"
"Rajendra Kulkarni","Jaysingpur","0","₹ 2000/day, 1000/match"
"JAY RAMJIYANI","Gandhidham","0","₹ 3000/day, 500/match"
"JAY RAMJIYANI","Gandhidham","0","₹ 3000/day, 500/match"
"Lakhbir singh mavi","Mohali","0","₹ 1000/day, 500/match"
"Lakhbir singh mavi","Mohali","0","₹ 1000/day, 500/match"
"Prashant Raju","Gandhinagar","0","₹ 700/day, 600/match"
"Prashant Raju","Gandhinagar","0","₹ 700/day, 600/match"
"Shaik Khadar","Chittoor","0","₹ 500/day, 400/match"
"Shaik Khadar","Chittoor","0","₹ 500/day, 400/match"
"Nihar Brahmbhatt","Ahmedabad","0","₹ 800/day, 500/match"
"Nihar Brahmbhatt","Ahmedabad","0","₹ 800/day, 500/match"
"Md Azhar","Jahangirpur","0","₹ 500/day, 500/match"
"Md Azhar","Jahangirpur","0","₹ 500/day, 500/match"
"Utsav Koirala","Kathmandu","0","₹ 3000/day, 1500/match"
"Utsav Koirala","Kathmandu","0","₹ 3000/day, 1500/match"
"Rajendra Kulkarni","Nashik","0","₹ 2000/day, 1000/match"
"Rajendra Kulkarni","Nashik","0","₹ 2000/day, 1000/match"
"Swamy","Rajamahendravaram","0","₹ 1000/day, 700/match"
"Swamy","Rajamahendravaram","0","₹ 1000/day, 700/match"
"Dilip Kumar","Giridih","0","₹ 1000/day, 500/match"
"Dilip Kumar","Giridih","0","₹ 1000/day, 500/match"
"Extra player","Bharuhana","0","₹ 200/day, 120/match"
"Extra player","Bharuhana","0","₹ 200/day, 120/match"
"Choudhury Md Fahad","Badarpur","0","₹ 500/day, 200/match"
"Choudhury Md Fahad","Badarpur","0","₹ 500/day, 200/match"
"Shailesh Yadav","Ahmedabad","0","₹ 1500/day, 500/match"
"Shailesh Yadav","Ahmedabad","0","₹ 1500/day, 500/match"
"Yasin gazi","Barisal","0","₹ 1000/day, 500/match"
"Yasin gazi","Barisal","0","₹ 1000/day, 500/match"
"Misam Raza Mukhi","Mahuva","0","₹ 1500/day, 500/match"
"Misam Raza Mukhi","Mahuva","0","₹ 1500/day, 500/match"
"Jatin Rai ( Angry)","Ghaziabad","0","₹ 500/day, 300/match"
"Jatin Rai ( Angry)","Ghaziabad","0","₹ 500/day, 300/match"
"Amit Ku","Gawan","0","₹ 500/day, 50/match"
"Amit Ku","Gawan","0","₹ 500/day, 50/match"
"Vivekanandareddy","Hyderabad (Telangana)","0","₹ 800/day, 400/match"
"Vivekanandareddy","Hyderabad (Telangana)","0","₹ 800/day, 400/match"
"Shreeraj Deshmukh","Navi Mumbai Panvel","0","₹ 2000/day, 2000/match"
"Shreeraj Deshmukh","Navi Mumbai Panvel","0","₹ 2000/day, 2000/match"
"Vinay Pandey","Delhi","0","₹ 2000/day, 1000/match"
"Vinay Pandey","Delhi","0","₹ 2000/day, 1000/match"
"JAGADEEPU N","Bengaluru (Bangalore)","0","₹ 1600/day, 800/match"
"JAGADEEPU N","Bengaluru (Bangalore)","0","₹ 1600/day, 800/match"
"Mohiyan Bisoi","Koraput","0","₹ 500/day, 500/match"
"Mohiyan Bisoi","Koraput","0","₹ 500/day, 500/match"
"Rishabh Singh","Samdari","0","₹ 200/day, 100/match"
"Rishabh Singh","Samdari","0","₹ 200/day, 100/match"
"Dumraliya sanjay","Bhavnagar","0","₹ 1500/day, 500/match"
"Dumraliya sanjay","Bhavnagar","0","₹ 1500/day, 500/match"
"sourav Chowni","Bankura","0","₹ 1000/day, 300/match"
"sourav Chowni","Bankura","0","₹ 1000/day, 300/match"
"Abhishek","Raipur (Chhattisgarh)","0","₹ 1000/day, 500/match"
"Abhishek","Raipur (Chhattisgarh)","0","₹ 1000/day, 500/match"
"Prem Choudhary","Nohar","0","₹ 500/day, 100/match"
"Prem Choudhary","Nohar","0","₹ 500/day, 100/match"
"divyanshu sati","Noida","0","₹ 1800/day, 800/match"
"divyanshu sati","Noida","0","₹ 1800/day, 800/match"
"Aman Thakur","Bahjoi","0","₹ 1000/day, 500/match"
"Aman Thakur","Bahjoi","0","₹ 1000/day, 500/match"
"Amit","New Delhi","0","₹ 2500/day, 1000/match"
"Amit","New Delhi","0","₹ 2500/day, 1000/match"
"Ganesh","Jaipur","0","₹ 500/day, 500/match"
"Ganesh","Jaipur","0","₹ 500/day, 500/match"
"Kapil Thakur","Mauranipur","0","₹ 700/day, 400/match"
"Kapil Thakur","Mauranipur","0","₹ 700/day, 400/match"
"MANISH KUMAR JANGID","Sawai Madhopur","0","₹ 2000/day, 500/match"
"MANISH KUMAR JANGID","Sawai Madhopur","0","₹ 2000/day, 500/match"
"ranjeet singh","Nokha (Rajasthan)","0","₹ 500/day, 500/match"
"ranjeet singh","Nokha (Rajasthan)","0","₹ 500/day, 500/match"
"Aman Brar","Moga","0","₹ 3000/day, 1000/match"
"Aman Brar","Moga","0","₹ 3000/day, 1000/match"
"Sidipilli Simhachalam","Srikakulam","0","₹ 1000/day, 500/match"
"Sidipilli Simhachalam","Srikakulam","0","₹ 1000/day, 500/match"
"ShakthiDharan P","Cheyyar","0","₹ 250/day, 80/match"
"ShakthiDharan P","Cheyyar","0","₹ 250/day, 80/match"
"Jitendra Singh Ghewara","Jodhpur","0","₹ 1000/day, 500/match"
"Jitendra Singh Ghewara","Jodhpur","0","₹ 1000/day, 500/match"
"Neel CHAUHAN","Dehradun","0","₹ 1000/day, 500/match"
"Neel CHAUHAN","Dehradun","0","₹ 1000/day, 500/match"
"ARPIT AWASTHI","Lucknow","0","₹ 750/day, 250/match"
"ARPIT AWASTHI","Lucknow","0","₹ 750/day, 250/match"
"bishvendra Kumar","Agra","0","₹ 2500/day, 3000/match"
"bishvendra Kumar","Agra","0","₹ 2500/day, 3000/match"
"Ballu","Jhansi","0","₹ 2000/day, 1000/match"
"Ballu","Jhansi","0","₹ 2000/day, 1000/match"
"Bindash Boy","Jamui (Bihar)","0","₹ 4500/day, 1600/match"
"Bindash Boy","Jamui (Bihar)","0","₹ 4500/day, 1600/match"
"Prasanna Kumar . J","Chennai","0","₹ 700/day, 350/match"
"Prasanna Kumar . J","Chennai","0","₹ 700/day, 350/match"
"Nirob Hasan","Dhaka (Bangladesh)","0","₹ 10000/day, 5000/match"
"Nirob Hasan","Dhaka (Bangladesh)","0","₹ 10000/day, 5000/match"
"Yousuf Khan","Hyderabad (Telangana)","0","₹ 1200/day, 1200/match"
"Yousuf Khan","Hyderabad (Telangana)","0","₹ 1200/day, 1200/match"
"Eklavya Singh","Alwar","0","₹ 5000/day, 6000/match"
"Eklavya Singh","Alwar","0","₹ 5000/day, 6000/match"
"MD Mahtab Ansari","Patna","0","₹ 1000/day, 500/match"
"MD Mahtab Ansari","Patna","0","₹ 1000/day, 500/match"
"Sanjay Kumar","Bengaluru (Bangalore)","0","₹ 2000/day, 500/match"
"Sanjay Kumar","Bengaluru (Bangalore)","0","₹ 2000/day, 500/match"
"Ayush jha","Korba","0","₹ 1000/day, 500/match"
"Ayush jha","Korba","0","₹ 1000/day, 500/match"
"ariful islam","Dhaka (Bangladesh)","0","₹ 2000/day, 1500/match"
"ariful islam","Dhaka (Bangladesh)","0","₹ 2000/day, 1500/match"
"Parthiban Teacher","Karaikal","0","₹ 1000/day, 500/match"
"Parthiban Teacher","Karaikal","0","₹ 1000/day, 500/match"
"Koshal Parihar","Jaisalmer","0","₹ 600/day, 150/match"
"Koshal Parihar","Jaisalmer","0","₹ 600/day, 150/match"
"MUBASAR ALAM","Katihar","0","₹ 500/day, 300/match"
"MUBASAR ALAM","Katihar","0","₹ 500/day, 300/match"
"KODANDARAO vinay","Visakhapatnam","0","₹ 1000/day, 1000/match"
"KODANDARAO vinay","Visakhapatnam","0","₹ 1000/day, 1000/match"
"Happy MEHRA","Rayya","0","₹ 1000/day, 1000/match"
"Happy MEHRA","Rayya","0","₹ 1000/day, 1000/match"
"Shivam Gera","Faridabad","0","₹ 1200/day, 600/match"
"Shivam Gera","Faridabad","0","₹ 1200/day, 600/match"
"Imran Khan","Barmer","0","₹ 300/day, 100/match"
"Imran Khan","Barmer","0","₹ 300/day, 100/match"
"Vaibhav","Mohali","0","₹ 2500/day, 1000/match"
"Vaibhav","Mohali","0","₹ 2500/day, 1000/match"
"K.D. Ranawat. Royal Star 46","Samdari","0","₹ 1500/day, 1500/match"
"K.D. Ranawat. Royal Star 46","Samdari","0","₹ 1500/day, 1500/match"
"Chand","New Delhi","0","₹ 1000/day, 700/match"
"Chand","New Delhi","0","₹ 1000/day, 700/match"
"ILAYAS BHAT","Ganderbal","0","₹ 1000/day, 1500/match"
"ILAYAS BHAT","Ganderbal","0","₹ 1000/day, 1500/match"
"Sisodia JJ","Balotra","0","₹ 3000/day, 1000/match"
"Sisodia JJ","Balotra","0","₹ 3000/day, 1000/match"
"Abdul Shakoor","Jammu","0","₹ 1000/day, 500/match"
"Abdul Shakoor","Jammu","0","₹ 1000/day, 500/match"
"Javed Sindhi","Karjan (Gujarat)","0","₹ 1500/day, 500/match"
"Javed Sindhi","Karjan (Gujarat)","0","₹ 1500/day, 500/match"
"IKBAL KHAN","Barmer","0","₹ 2000/day, 500/match"
"IKBAL KHAN","Barmer","0","₹ 2000/day, 500/match"
"Pardeep Gautam","Faridabad","0","₹ 1000/day, 500/match"
"Pardeep Gautam","Faridabad","0","₹ 1000/day, 500/match"
"MD ARBAZ AKHTAR","Muzaffarpur","0","₹ 3000/day, 1000/match"
"MD ARBAZ AKHTAR","Muzaffarpur","0","₹ 3000/day, 1000/match"
"SAWAI RAM PANWAR","Barmer","0","₹ 2500/day, 1000/match"
"SAWAI RAM PANWAR","Barmer","0","₹ 2500/day, 1000/match"
"M_r_Aalm_Khan","Samdari","0","₹ 700/day, 500/match"
"M_r_Aalm_Khan","Samdari","0","₹ 700/day, 500/match"
"AAMIR MUSHTAQ KHAN","Kupwara","0","₹ 1100/day, 2100/match"
"AAMIR MUSHTAQ KHAN","Kupwara","0","₹ 1100/day, 2100/match"
"Praveen Kumar","Bihar","0","₹ 600/day, 600/match"
"Praveen Kumar","Bihar","0","₹ 600/day, 600/match"
"Sakur Nohary Skp","Barmer","0","₹ 1100/day, 300/match"
"Sakur Nohary Skp","Barmer","0","₹ 1100/day, 300/match"
"Vikash Dhaka","Sikar","0","₹ 2000/day, 300/match"
"Vikash Dhaka","Sikar","0","₹ 2000/day, 300/match"
"Irfan","Barmer","0","₹ 500/day, 100/match"
"Irfan","Barmer","0","₹ 500/day, 100/match"
"Sammy Malik","Jammu","0","₹ 1000/day, 500/match"
"Sammy Malik","Jammu","0","₹ 1000/day, 500/match"
"Harkha Ram Chouhan","Jaisalmer","0","₹ 800/day, 200/match"
"Harkha Ram Chouhan","Jaisalmer","0","₹ 800/day, 200/match"
"Prakash Patel R","Pali (Rajasthan)","0","₹ 1500/day, 1000/match"
"Prakash Patel R","Pali (Rajasthan)","0","₹ 1500/day, 1000/match"
"Mohammad Farooq","Barmer","0","₹ 300/day, 300/match"
"Mohammad Farooq","Barmer","0","₹ 300/day, 300/match"
"Nishant Majithia","Cuttack","0","₹ 5000/day, 3000/match"
"Nishant Majithia","Cuttack","0","₹ 5000/day, 3000/match"
"DK Choudhary","Barmer","0","₹ 500/day, 100/match"
"DK Choudhary","Barmer","0","₹ 500/day, 100/match"
"Jitendra Singh","Sikar","0","₹ 1000/day, 300/match"
"Jitendra Singh","Sikar","0","₹ 1000/day, 300/match"
"Sagar Sen","Sirohi","0","₹ 500/day, 500/match"
"Sagar Sen","Sirohi","0","₹ 500/day, 500/match"
"Gopi Kishan","Barmer","0","₹ 585/day, 600/match"
"Gopi Kishan","Barmer","0","₹ 585/day, 600/match"
"IAS Jitendra Singh","Nagaur","0","₹ 500/day, 500/match"
"IAS Jitendra Singh","Nagaur","0","₹ 500/day, 500/match"
"ravi singh","Mokalsar (Barmer)","0","₹ 5000/day, 5000/match"
"ravi singh","Mokalsar (Barmer)","0","₹ 5000/day, 5000/match"
"Aziz Khan","Didwana","0","₹ 1800/day, 1200/match"
"Aziz Khan","Didwana","0","₹ 1800/day, 1200/match"
"Prashant","New Delhi","0","₹ 2000/day, 500/match"
"Prashant","New Delhi","0","₹ 2000/day, 500/match"
"Mohammad Vasil N.R","Gangawati","0","₹ 2000/day, 800/match"
"Mohammad Vasil N.R","Gangawati","0","₹ 2000/day, 800/match"
"Udayraj Chouhan","Jalore","0","₹ 2000/day, 500/match"
"Udayraj Chouhan","Jalore","0","₹ 2000/day, 500/match"
"Sakaram Choudhary","Jalore","0","₹ 6000/day, 3000/match"
"Sakaram Choudhary","Jalore","0","₹ 6000/day, 3000/match"
"NIMBU SINGH Bhati","Phalodi","0","₹ 1100/day, 1100/match"
"NIMBU SINGH Bhati","Phalodi","0","₹ 1100/day, 1100/match"
"Santh Kumar","Dharmapuri","0","₹ 1000/day, 1000/match"
"Santh Kumar","Dharmapuri","0","₹ 1000/day, 1000/match"
"kushwaha chotu","Giridih","0","₹ 500/day, 300/match"
"kushwaha chotu","Giridih","0","₹ 500/day, 300/match"
"Javed Nathani Jasn","Rajkot","0","₹ 500/day, 250/match"
"Javed Nathani Jasn","Rajkot","0","₹ 500/day, 250/match"
"Munees Waran","Rajapalayam","0","₹ 500/day, 200/match"
"Munees Waran","Rajapalayam","0","₹ 500/day, 200/match"
"Arif Bond","Telangana State","0","₹ 1000/day, 500/match"
"Arif Bond","Telangana State","0","₹ 1000/day, 500/match"
"Sk Jakir Mohamad","Jagatsinghpur","0","₹ 2000/day, 2000/match"
"Sk Jakir Mohamad","Jagatsinghpur","0","₹ 2000/day, 2000/match"
"Liyakat Ali","Jaisalmer","0","₹ 900/day, 250/match"
"Liyakat Ali","Jaisalmer","0","₹ 900/day, 250/match"
"Mahendra singh","Jaisalmer","0","₹ 1000/day, 1000/match"
"Mahendra singh","Jaisalmer","0","₹ 1000/day, 1000/match"
"Ravi Khatkar","Nagaur","0","₹ 1200/day, 500/match"
"Ravi Khatkar","Nagaur","0","₹ 1200/day, 500/match"
"Pradeep Sevak","Dungarpur (Rajasthan)","0","₹ 600/day, 150/match"
"Pradeep Sevak","Dungarpur (Rajasthan)","0","₹ 600/day, 150/match"
"devraj singh","Sayla","0","₹ 1000/day, 500/match"
"devraj singh","Sayla","0","₹ 1000/day, 500/match"
"Omi Jhawar","Malegaon","0","₹ 900/day, 300/match"
"Omi Jhawar","Malegaon","0","₹ 900/day, 300/match"
"Raj Sangwal","Chandigarh","0","₹ 1500/day, 800/match"
"Raj Sangwal","Chandigarh","0","₹ 1500/day, 800/match"
"Charan singh","Jodhpur","0","₹ 400/day, 100/match"
"Charan singh","Jodhpur","0","₹ 400/day, 100/match"
"Anil Yadav","Firozabad","0","₹ 2000/day, 500/match"
"Anil Yadav","Firozabad","0","₹ 2000/day, 500/match"
"Shailendra Singh Rao","Barmer","0","₹ 2000/day, 500/match"
"Shailendra Singh Rao","Barmer","0","₹ 2000/day, 500/match"
"Dev Choudhary","Jodhpur","0","₹ 2000/day, 500/match"
"Dev Choudhary","Jodhpur","0","₹ 2000/day, 500/match"
"ANCHOR VISHAL ARORA","Jaipur","0","₹ 4000/day, 4000/match"
"ANCHOR VISHAL ARORA","Jaipur","0","₹ 4000/day, 4000/match"
"Mohan charan Jhamphly","Barmer","0","₹ 200/day, 200/match"
"Mohan charan Jhamphly","Barmer","0","₹ 200/day, 200/match"
"Khushal Singh","Barmer","0","₹ 2000/day, 500/match"
"Khushal Singh","Barmer","0","₹ 2000/day, 500/match"
"Vakratunda Sports","Palghar","0","₹ 700/day, 500/match"
"Vakratunda Sports","Palghar","0","₹ 700/day, 500/match"
"Kadir Choudhary","Ghaziabad","0","₹ 1500/day, 500/match"
"Kadir Choudhary","Ghaziabad","0","₹ 1500/day, 500/match"
"Bhaskar Ranga","Jodhpur","0","₹ 800/day, 300/match"
"Bhaskar Ranga","Jodhpur","0","₹ 800/day, 300/match"
"Hritik Bhardwaj(hardy)","New Delhi","0","₹ 2000/day, 700/match"
"Hritik Bhardwaj(hardy)","New Delhi","0","₹ 2000/day, 700/match"
"Shamme Khan Chandhan","Jaisalmer","0","₹ 400/day, 100/match"
"Shamme Khan Chandhan","Jaisalmer","0","₹ 400/day, 100/match"
"Lp (Lokesh)","Pali (Rajasthan)","0","₹ 1500/day, 500/match"
"Lp (Lokesh)","Pali (Rajasthan)","0","₹ 1500/day, 500/match"
"MALIK SAJAD","Budgam","0","₹ 3000/day, 1500/match"
"MALIK SAJAD","Budgam","0","₹ 3000/day, 1500/match"
"Dinesh Kumar Sirvi","Pali (Rajasthan)","0","₹ 500/day, 500/match"
"Dinesh Kumar Sirvi","Pali (Rajasthan)","0","₹ 500/day, 500/match"
"Akshaya Krishna","Bengaluru (Bangalore)","0","₹ 1000/day, 500/match"
"Akshaya Krishna","Bengaluru (Bangalore)","0","₹ 1000/day, 500/match"
"Jetha Ram","Barmer","0","₹ 1000/day, 200/match"
"Jetha Ram","Barmer","0","₹ 1000/day, 200/match"
"Suresh Kumar Choudhary","Jalore","0","₹ 500/day, 100/match"
"Suresh Kumar Choudhary","Jalore","0","₹ 500/day, 100/match"
"Raahul Shrivastava","Ghaziabad","0","₹ 3000/day, 1500/match"
"Raahul Shrivastava","Ghaziabad","0","₹ 3000/day, 1500/match"
"ROCKY","New Delhi","0","₹ 800/day, 2000/match"
"ROCKY","New Delhi","0","₹ 800/day, 2000/match"
"Najir Mehar","Barmer","0","₹ 400/day, 200/match"
"Najir Mehar","Barmer","0","₹ 400/day, 200/match"
"Chenaram Chenaram","Samdari","0","₹ 2000/day, 500/match"
"Chenaram Chenaram","Samdari","0","₹ 2000/day, 500/match"
"Chetan Sharma","Kurukshetra","0","₹ 2000/day, 1000/match"
"Chetan Sharma","Kurukshetra","0","₹ 2000/day, 1000/match"
"Ashish Dwivedi","Basti","0","₹ 1000/day, 500/match"
"Ashish Dwivedi","Basti","0","₹ 1000/day, 500/match"
"Sumit Kumar Mishra","New Delhi","0","₹ 15000/day, 5000/match"
"Sumit Kumar Mishra","New Delhi","0","₹ 15000/day, 5000/match"
"Kuldeep Malik","Faridabad","0","₹ 800/day, 400/match"
"Kuldeep Malik","Faridabad","0","₹ 800/day, 400/match"
"LunaKhan Rajar","Barmer","0","₹ 1000/day, 500/match"
"LunaKhan Rajar","Barmer","0","₹ 1000/day, 500/match"
"Owais Bhat","Sopur","0","₹ 1700/day, 1000/match"
"Owais Bhat","Sopur","0","₹ 1700/day, 1000/match"
"Sunil Goliya","Merta","0","₹ 500/day, 100/match"
"Sunil Goliya","Merta","0","₹ 500/day, 100/match"
"Rajan Singh","Hyderabad (Telangana)","0","₹ 2500/day, 1500/match"
"Rajan Singh","Hyderabad (Telangana)","0","₹ 2500/day, 1500/match"
"Bilal Ahmad Wani","Ganderbal","0","₹ 1500/day, 1000/match"
"Bilal Ahmad Wani","Ganderbal","0","₹ 1500/day, 1000/match"
"Rakesh Panwar","Nagaur","0","₹ 700/day, 300/match"
"Rakesh Panwar","Nagaur","0","₹ 700/day, 300/match"
"Shubham Verma","Dubai","0","₹ 1000/day, 200/match"
"Shubham Verma","Dubai","0","₹ 1000/day, 200/match"
"PM MALVIYA","Ahmedabad","0","₹ 600/day, 600/match"
"PM MALVIYA","Ahmedabad","0","₹ 600/day, 600/match"
"Rajjak Rajad","Jalore","0","₹ 500/day, 200/match"
"Rajjak Rajad","Jalore","0","₹ 500/day, 200/match"
"Ramesh","Jalore","0","₹ 2000/day, 1000/match"
"Ramesh","Jalore","0","₹ 2000/day, 1000/match"
"Ghansyam Singh Rathore","Pali (Rajasthan)","0","₹ 500/day, 500/match"
"Ghansyam Singh Rathore","Pali (Rajasthan)","0","₹ 500/day, 500/match"
"Prakash Parihar","Jaisalmer","0","₹ 1500/day, 500/match"
"Prakash Parihar","Jaisalmer","0","₹ 1500/day, 500/match"
"Ramesh Kumar","Jodhpur","0","₹ 800/day, 800/match"
"Ramesh Kumar","Jodhpur","0","₹ 800/day, 800/match"
"MD Hanif","Jaisalmer","0","₹ 300/day, 250/match"
"MD Hanif","Jaisalmer","0","₹ 300/day, 250/match"
"Ratan Soni","Jodhpur","0","₹ 1200/day, 500/match"
"Ratan Soni","Jodhpur","0","₹ 1200/day, 500/match"
"Rahul Chauhan","New Delhi","0","₹ 1500/day, 500/match"
